sample	sample_type.samples
TCGA-CZ-4860-11A	8
TCGA-HU-8602-11A	8
TCGA-UZ-A9Q0-01A	15
TCGA-61-1725-11A	8
TCGA-DD-A1EH-11A	8
TCGA-J4-A6G1-01A	9
TCGA-BH-A42V-01A	1
TCGA-AY-A71X-01A	24
TCGA-B5-A5OE-01A	2
TCGA-VQ-A8PE-01A	21
TCGA-BR-4361-11A	8
TCGA-02-0083-01A	10
TCGA-VQ-A91A-01A	21
TCGA-HC-7747-01A	9
TCGA-D9-A1X3-06A	18
TCGA-04-1353-01A	3
TCGA-DQ-5631-01A	5
TCGA-A8-A08J-01A	1
TCGA-O2-A52Q-01A	4
TCGA-DK-A3IK-01A	12
TCGA-EE-A2GB-06A	18
TCGA-DJ-A1QE-01A	14
TCGA-HT-7860-01A	20
TCGA-ES-A2HS-11A	8
TCGA-A6-2672-01A	24
TCGA-KM-A7QL-01C	27
TCGA-A5-A0GE-01A	2
TCGA-YT-A95F-01A	25
TCGA-XU-A92T-01A	25
TCGA-02-0058-01A	10
TCGA-UD-AAC5-01A	31
TCGA-G9-6366-01A	9
TCGA-DE-A0Y2-01A	14
TCGA-KU-A6H8-01A	5
TCGA-HT-7855-01A	20
TCGA-WB-A81Q-01A	22
TCGA-AB-2972-11A	8
TCGA-22-4604-11A	8
TCGA-BP-4977-01A	6
TCGA-06-5417-01A	10
TCGA-44-2659-11A	8
TCGA-BR-6456-01A	21
TCGA-RC-A7SB-01A	17
TCGA-BH-A0DQ-11A	8
TCGA-61-2111-11A	8
TCGA-KN-8426-01A	27
TCGA-XF-AAML-01A	12
TCGA-FP-7998-01A	21
TCGA-4G-AAZF-11A	8
TCGA-72-4240-01A	3
TCGA-4G-AAZT-11A	8
TCGA-EW-A1P6-01A	1
TCGA-BQ-5892-01A	15
TCGA-85-8276-01A	4
TCGA-02-0326-01A	10
TCGA-J4-A67Q-01A	9
TCGA-EJ-7331-01A	9
TCGA-KL-8335-01A	27
TCGA-UY-A9PA-01A	12
TCGA-18-3411-01A	4
TCGA-06-0211-02A	10
TCGA-VS-A8EI-01A	7
TCGA-DV-5576-01A	6
TCGA-AC-A2QJ-01A	1
TCGA-TS-A7PB-01A	31
TCGA-XF-AAMW-01A	12
TCGA-IF-A4AK-01A	13
TCGA-EE-A29D-06A	18
TCGA-DJ-A13S-01A	14
TCGA-A8-A097-01A	1
TCGA-A8-A091-01A	1
TCGA-GL-A59R-01A	15
TCGA-ZM-AA0B-01A	23
TCGA-FA-A6HO-01A	32
TCGA-XF-A9T0-01A	12
TCGA-BR-8058-01A	21
TCGA-04-1536-11A	8
TCGA-G4-6323-01A	24
TCGA-53-7624-01A	0
TCGA-AB-2804-11B	8
TCGA-76-6283-01A	10
TCGA-DD-AADM-01A	17
TCGA-EE-A2GU-06A	18
TCGA-43-8118-11A	8
TCGA-CJ-4872-11A	8
TCGA-A3-3346-01A	6
TCGA-SB-A76C-01A	23
TCGA-AA-3562-01A	24
TCGA-EK-A2R9-01A	7
TCGA-50-5930-11A	8
TCGA-GS-A9U4-01A	32
TCGA-AG-4022-01A	30
TCGA-04-1337-01A	3
TCGA-LN-A5U5-01A	28
TCGA-60-2706-11A	8
TCGA-BP-4782-01A	6
TCGA-FD-A5BR-01A	12
TCGA-AG-3612-01A	30
TCGA-CN-4742-01A	5
TCGA-IB-AAUW-01A	11
TCGA-AR-A252-01A	1
TCGA-G8-6914-01A	32
TCGA-VF-A8AD-01A	23
TCGA-D3-A2JL-06A	18
TCGA-CR-7368-01A	5
TCGA-VQ-A91K-01A	21
TCGA-DX-A6YT-01A	13
TCGA-B8-A8YJ-01A	6
TCGA-BC-A10X-11A	8
TCGA-EL-A3ZS-11A	8
TCGA-DD-AADF-01A	17
TCGA-MH-A854-01A	15
TCGA-CV-7428-01A	5
TCGA-DD-AAEB-01A	17
TCGA-B0-4836-11A	8
TCGA-A6-2679-11A	8
TCGA-B4-5377-01A	6
TCGA-26-5139-01A	10
TCGA-66-2770-11A	8
TCGA-CC-A5UC-01A	17
TCGA-CJ-4888-01A	6
TCGA-BJ-A0Z3-01A	14
TCGA-AA-3520-11A	8
TCGA-QD-A8IV-01A	14
TCGA-CJ-4644-11A	8
TCGA-BS-A0WQ-01A	2
TCGA-F4-6569-01A	24
TCGA-CW-6088-11A	8
TCGA-EJ-7784-01A	9
TCGA-44-6779-11A	8
TCGA-QK-A8Z7-01A	5
TCGA-05-4426-01A	0
TCGA-E1-5307-01A	20
TCGA-DD-A11C-11A	8
TCGA-AA-3950-01A	24
TCGA-EL-A4K9-11A	8
TCGA-A3-3307-11A	8
TCGA-AC-A2BM-11A	8
TCGA-FV-A3R2-11A	8
TCGA-05-4398-01A	0
TCGA-BQ-7046-01A	15
TCGA-H2-A2K9-01A	14
TCGA-93-A4JP-01D	0
TCGA-93-A4JP-01E	0
TCGA-93-A4JP-01A	0
TCGA-22-5482-01A	4
TCGA-ZH-A8Y8-01A	33
TCGA-RW-A68A-01A	22
TCGA-AB-2875-03A	26
TCGA-3H-AB3U-01A	31
TCGA-C5-A0TN-01A	7
TCGA-28-2514-01A	10
TCGA-CV-7429-01A	5
TCGA-WB-A819-01A	22
TCGA-17-Z016-11A	8
TCGA-KS-A4IB-11A	8
TCGA-AB-2980-11A	8
TCGA-AB-2811-03B	26
TCGA-OR-A5KU-01A	19
TCGA-S9-A6TZ-01A	20
TCGA-VD-A8KH-01A	16
TCGA-77-8130-01A	4
TCGA-AB-2803-11C	8
TCGA-C5-A7CH-01A	7
TCGA-QU-A6IP-01A	9
TCGA-61-2113-11A	8
TCGA-D5-6530-01A	24
TCGA-EK-A2PL-01A	7
TCGA-ER-A19D-06A	18
TCGA-61-1914-01A	3
TCGA-UW-A72K-01A	27
TCGA-OR-A5JO-01A	19
TCGA-DU-7302-01A	20
TCGA-AK-3426-01A	6
TCGA-08-0246-01A	10
TCGA-C5-A2M2-01A	7
TCGA-BP-4758-01A	6
TCGA-55-8205-11A	8
TCGA-SI-A71O-06A	13
TCGA-38-4625-11A	8
TCGA-ER-A3ET-06A	18
TCGA-E9-A1NE-01A	1
TCGA-14-1825-01A	10
TCGA-DD-A4NV-11A	8
TCGA-C8-A1HI-01A	1
TCGA-FD-A5BZ-01A	12
TCGA-CQ-6220-01A	5
TCGA-QR-A6GT-01A	22
TCGA-3N-A9WC-06A	18
TCGA-A4-7288-01A	15
TCGA-SW-A7EB-01A	21
TCGA-A1-A0SD-01A	1
TCGA-24-2261-11A	8
TCGA-AA-3516-11A	8
TCGA-CG-4444-01A	21
TCGA-BH-A0DK-11A	8
TCGA-BR-7723-01A	21
TCGA-UY-A9PH-01A	12
TCGA-19-5959-01A	10
TCGA-CV-7434-11A	8
TCGA-EL-A3H4-01A	14
TCGA-3A-A9IU-01A	11
TCGA-ZF-AA5H-01A	12
TCGA-XE-AAOF-01A	23
TCGA-CK-5914-01A	24
TCGA-35-4122-01A	0
TCGA-B4-5378-01A	6
TCGA-YU-AA4L-01A	23
TCGA-EM-A3SY-01A	14
TCGA-OR-A5LP-01A	19
TCGA-V5-AASW-01A	28
TCGA-FD-A6TK-01A	12
TCGA-JL-A3YX-01A	1
TCGA-DD-AAW0-01A	17
TCGA-D1-A16F-01A	2
TCGA-V1-A8WV-01A	9
TCGA-44-6777-11A	8
TCGA-85-8580-01A	4
TCGA-50-5066-02A	0
TCGA-56-A4ZJ-01A	4
TCGA-HC-7819-01A	9
TCGA-A6-A5ZU-01A	24
TCGA-29-2429-01A	3
TCGA-A3-3326-11A	8
TCGA-29-1704-01B	3
TCGA-39-5027-11A	8
TCGA-77-7465-01A	4
TCGA-04-1361-11A	8
TCGA-VQ-A94O-01A	21
TCGA-HT-8106-01A	20
TCGA-56-A4BW-01A	4
TCGA-BG-A0MC-01A	2
TCGA-QG-A5Z1-01A	24
TCGA-3G-AB0Q-01A	25
TCGA-BR-4191-11A	8
TCGA-QR-A6H5-01A	22
TCGA-KK-A8IK-11A	8
TCGA-29-1693-01A	3
TCGA-55-8508-01A	0
TCGA-57-1993-01A	3
TCGA-L5-A4OH-11A	8
TCGA-61-2096-11A	8
TCGA-B0-4849-11A	8
TCGA-E2-A15L-11A	8
TCGA-25-2391-01A	3
TCGA-AR-A1AR-01A	1
TCGA-AX-A1C8-01A	2
TCGA-VM-A8C8-01A	20
TCGA-SP-A6QI-01A	22
TCGA-AB-2813-03C	26
TCGA-AB-2813-03A	26
TCGA-AF-A56K-01A	30
TCGA-EL-A3CU-01A	14
TCGA-AB-2868-11C	8
TCGA-AB-2868-11B	8
TCGA-AB-2868-11A	8
TCGA-CQ-A4CI-01A	5
TCGA-86-8054-01A	0
TCGA-AR-A24X-01A	1
TCGA-DB-A64X-01A	20
TCGA-5T-A9QA-01A	1
TCGA-P5-A781-01A	20
TCGA-DD-AADY-01A	17
TCGA-86-A4P8-01A	0
TCGA-A7-A6VX-01A	1
TCGA-HC-7079-01A	9
TCGA-69-7979-01A	0
TCGA-DK-A1A5-01A	12
TCGA-XJ-A9DX-01A	9
TCGA-E8-A2JQ-01A	14
TCGA-AB-2919-03A	26
TCGA-XR-A8TF-01A	17
TCGA-OR-A5LM-01A	19
TCGA-34-2604-11A	8
TCGA-F7-A61W-01A	5
TCGA-FD-A5BU-01A	12
TCGA-TT-A6YN-01A	22
TCGA-HF-7136-01A	21
TCGA-CV-5430-11B	8
TCGA-KV-A74V-11A	8
TCGA-52-7810-01A	4
TCGA-92-7341-11A	8
TCGA-DX-A6B9-01A	13
TCGA-2G-AAKG-01A	23
TCGA-98-A53D-01A	4
TCGA-BP-5007-11A	8
TCGA-DG-A2KH-01A	7
TCGA-EX-A8YF-01A	7
TCGA-4G-AAZO-11A	8
TCGA-50-5936-01A	0
TCGA-55-6978-11A	8
TCGA-E9-A1N9-01A	1
TCGA-29-1698-01A	3
TCGA-KK-A6E5-11A	8
TCGA-L5-A88T-01A	28
TCGA-X3-A8G4-01A	23
TCGA-44-6146-01A	0
TCGA-44-6146-01B	0
TCGA-EJ-5509-01A	9
TCGA-AB-2947-11A	8
TCGA-2G-AALG-01A	23
TCGA-A2-A1G1-01A	1
TCGA-25-1877-01A	3
TCGA-BH-A1FR-11B	8
TCGA-CD-5798-01A	21
TCGA-KQ-A41Q-01A	12
TCGA-ED-A66Y-01A	17
TCGA-KK-A6E7-01A	9
TCGA-22-1011-11A	8
TCGA-ZG-A9MC-01A	9
TCGA-FG-5963-02A	20
TCGA-MO-A47P-01A	13
TCGA-B1-A47O-01A	15
TCGA-EL-A4K9-01A	14
TCGA-EE-A3AG-06A	18
TCGA-43-7656-11A	8
TCGA-E2-A1IK-01A	1
TCGA-XF-A8HH-01A	12
TCGA-TS-A7P3-01A	31
TCGA-D7-A6ET-01A	21
TCGA-99-AA5R-01A	0
TCGA-3H-AB3T-01A	31
TCGA-34-7107-11A	8
TCGA-WX-AA44-01A	17
TCGA-06-0146-01A	10
TCGA-AB-2929-11A	8
TCGA-04-1346-11A	8
TCGA-E2-A15R-01A	1
TCGA-VS-A957-01A	7
TCGA-17-Z056-01A	0
TCGA-B0-5692-11A	8
TCGA-VQ-AA64-01A	21
TCGA-CD-A4MG-01A	21
TCGA-OR-A5KO-01A	19
TCGA-EL-A3N3-11A	8
TCGA-AA-3524-11A	8
TCGA-AB-2889-11A	8
TCGA-08-0512-01A	10
TCGA-L5-A4OX-01A	28
TCGA-AA-3866-01A	24
TCGA-B0-5085-11A	8
TCGA-IB-A5SQ-01A	11
TCGA-94-7033-01A	4
TCGA-AM-5820-01A	24
TCGA-XU-AAY0-01A	25
TCGA-C9-A480-01A	5
TCGA-GN-A4U8-11A	8
TCGA-VS-A9V3-01A	7
TCGA-55-8614-11A	8
TCGA-DD-A39V-11A	8
TCGA-44-2665-01B	0
TCGA-CV-7243-01A	5
TCGA-SR-A6MQ-01A	22
TCGA-44-2665-01A	0
TCGA-YU-AA61-01A	23
TCGA-D5-5537-01A	24
TCGA-AB-2882-03A	26
TCGA-XM-A8RH-01A	25
TCGA-B0-5713-11A	8
TCGA-MX-A666-01A	21
TCGA-24-1562-01A	3
TCGA-78-7160-01A	0
TCGA-FU-A3NI-01A	7
TCGA-EJ-5516-01A	9
TCGA-WB-A80V-01A	22
TCGA-23-1116-01A	3
TCGA-L4-A4E6-01A	0
TCGA-T3-A92N-01A	5
TCGA-E2-A108-01A	1
TCGA-AB-2973-11A	8
TCGA-AB-2992-11A	8
TCGA-DJ-A3VG-01A	14
TCGA-21-1077-11A	8
TCGA-39-5028-11A	8
TCGA-FV-A495-01A	17
TCGA-CG-5723-11A	8
TCGA-AX-A2HA-01A	2
TCGA-02-0004-01A	10
TCGA-AB-3002-03A	26
TCGA-DB-5281-01A	20
TCGA-AO-A0JB-01A	1
TCGA-50-6591-01A	0
TCGA-SG-A849-01A	13
TCGA-IQ-A61O-01A	5
TCGA-QU-A6IM-01A	9
TCGA-GU-A766-01A	12
TCGA-AO-A03T-01A	1
TCGA-BH-A0BO-11A	8
TCGA-AB-2909-11A	8
TCGA-DE-A4MC-01A	14
TCGA-CN-6989-01A	5
TCGA-24-2027-01A	3
TCGA-DX-A6Z0-01A	13
TCGA-57-1584-01A	3
TCGA-CQ-5324-01A	5
TCGA-A6-5659-11A	8
TCGA-BH-A18T-11A	8
TCGA-43-8115-11A	8
TCGA-BS-A0UM-01A	2
TCGA-BP-4967-11A	8
TCGA-XF-A9SI-01A	12
TCGA-02-0271-01A	10
TCGA-AB-2851-11C	8
TCGA-AB-2851-11B	8
TCGA-AB-2851-11A	8
TCGA-G7-A4TM-01A	15
TCGA-EB-A44N-01A	18
TCGA-A7-A4SE-01A	1
TCGA-AX-A2H2-01A	2
TCGA-CV-5444-11A	8
TCGA-AB-2828-03B	26
TCGA-AO-A126-01A	1
TCGA-CM-4744-01A	24
TCGA-BG-A0MT-01A	2
TCGA-98-8023-01A	4
TCGA-PE-A5DE-01A	1
TCGA-W5-AA38-01A	33
TCGA-DC-5869-01A	30
TCGA-B5-A0K6-01A	2
TCGA-FR-A69P-06A	18
TCGA-42-2590-01A	3
TCGA-VQ-A8PF-01A	21
TCGA-FX-A3NJ-01A	13
TCGA-ET-A3BS-01A	14
TCGA-BH-A0H7-01A	1
TCGA-EE-A2MJ-06A	18
TCGA-AB-2903-03A	26
TCGA-B0-5698-01A	6
TCGA-DJ-A13W-01A	14
TCGA-AB-2942-11A	8
TCGA-78-8640-11A	8
TCGA-13-0730-01A	3
TCGA-CJ-4876-11A	8
TCGA-L9-A444-01A	0
TCGA-W4-A7U4-01A	23
TCGA-D8-A1XM-01A	1
TCGA-57-1586-01A	3
TCGA-06-0169-01A	10
TCGA-FR-A3YO-06A	18
TCGA-69-7760-01A	0
TCGA-B5-A0K0-01A	2
TCGA-73-4666-11A	8
TCGA-D3-A8GP-06A	18
TCGA-ZB-A961-01A	25
TCGA-B5-A3FD-01A	2
TCGA-32-1973-01A	10
TCGA-12-0821-01A	10
TCGA-AB-2977-03A	26
TCGA-AB-2977-03B	26
TCGA-FG-A4MU-01B	20
TCGA-KO-8415-11A	8
TCGA-ET-A39S-01A	14
TCGA-BH-A1FH-11B	8
TCGA-3P-A9WA-01A	3
TCGA-AB-2820-03C	26
TCGA-SQ-A6I6-01A	22
TCGA-S7-A7WX-01A	22
TCGA-CZ-5988-11A	8
TCGA-RR-A6KC-01A	10
TCGA-D8-A1J9-01A	1
TCGA-H2-A2K9-11A	8
TCGA-32-2491-01A	10
TCGA-A5-A0GB-01A	2
TCGA-E2-A1IU-11A	8
TCGA-QR-A70P-01A	22
TCGA-D8-A1JD-01A	1
TCGA-CQ-5334-01A	5
TCGA-49-4490-01A	0
TCGA-D8-A1JK-01A	1
TCGA-BP-4329-11A	8
TCGA-06-0876-01A	10
TCGA-EE-A2MS-06A	18
TCGA-VS-A8EH-01A	7
TCGA-63-A5MP-01A	4
TCGA-21-5782-01A	4
TCGA-L5-A4OS-11A	8
TCGA-20-0990-01A	3
TCGA-CW-5588-11A	8
TCGA-34-A5IX-01A	4
TCGA-E1-A7YL-01A	20
TCGA-F7-A50G-01A	5
TCGA-AA-3519-11A	8
TCGA-X6-A7WD-01A	13
TCGA-CZ-5986-01A	6
TCGA-A8-A09X-01A	1
TCGA-CI-6623-01B	30
TCGA-BA-6871-01A	5
TCGA-SJ-A6ZJ-01A	2
TCGA-A1-A0SF-01A	1
TCGA-BP-4968-11A	8
TCGA-ET-A3BN-01A	14
TCGA-CF-A7I0-01A	12
TCGA-QU-A6IN-01A	9
TCGA-66-2754-11A	8
TCGA-RW-A68B-01A	22
TCGA-BR-A4QL-01A	21
TCGA-CJ-4640-11A	8
TCGA-AP-A05H-01A	2
TCGA-DJ-A3UZ-01A	14
TCGA-BT-A20J-11A	8
TCGA-56-7730-11A	8
TCGA-BQ-5881-01A	15
TCGA-V1-A9Z9-01A	9
TCGA-B7-A5TI-01A	21
TCGA-BC-A10R-11A	8
TCGA-A2-A0YD-01A	1
TCGA-51-6867-11A	8
TCGA-L5-A4OE-01A	28
TCGA-BR-A4PF-01A	21
TCGA-AB-2913-11A	8
TCGA-KC-A7F3-01A	9
TCGA-GF-A6C9-06A	18
TCGA-W3-AA21-06A	18
TCGA-61-2094-11A	8
TCGA-EM-A3FJ-01A	14
TCGA-GM-A2DD-01A	1
TCGA-85-7696-01A	4
TCGA-13-0801-01A	3
TCGA-YF-AA3M-01A	12
TCGA-B8-5546-11A	8
TCGA-AK-3465-01A	6
TCGA-AB-2901-03A	26
TCGA-AG-3593-01A	30
TCGA-28-2510-01A	10
TCGA-EF-5831-01A	30
TCGA-13-1410-01A	3
TCGA-AA-3517-11A	8
TCGA-F2-7273-01A	11
TCGA-L5-A891-11A	8
TCGA-TM-A7CF-02A	20
TCGA-IG-A97I-01A	28
TCGA-CW-5591-11A	8
TCGA-06-0187-01A	10
TCGA-D3-A2J7-06A	18
TCGA-AA-3558-01A	24
TCGA-YL-A9WI-01A	9
TCGA-02-0102-01A	10
TCGA-OR-A5JK-01A	19
TCGA-VQ-A922-01A	21
TCGA-B0-4846-11A	8
TCGA-AB-3000-11A	8
TCGA-ZN-A9VV-01A	31
TCGA-TQ-A7RN-01A	20
TCGA-G7-6790-01A	15
TCGA-CJ-4899-11A	8
TCGA-AB-2821-11C	8
TCGA-HV-A5A6-01A	11
TCGA-24-1920-01A	3
TCGA-CG-5721-01A	21
TCGA-4V-A9QM-11A	8
TCGA-EI-7004-01A	30
TCGA-RP-A695-06A	18
TCGA-LN-A8HZ-01A	28
TCGA-D8-A27N-01A	1
TCGA-FD-A5BV-01A	12
TCGA-C4-A0F7-01A	12
TCGA-16-0850-01A	10
TCGA-EE-A3AH-06A	18
TCGA-CJ-4920-11A	8
TCGA-BR-4201-11A	8
TCGA-EL-A3MW-01A	14
TCGA-DS-A3LQ-01A	7
TCGA-D9-A6EC-06A	18
TCGA-ET-A39T-01A	14
TCGA-OR-A5KQ-01A	19
TCGA-E2-A15E-01A	1
TCGA-LN-A49X-01A	28
TCGA-HC-8265-01A	9
TCGA-CJ-4635-11B	8
TCGA-HC-8265-01B	9
TCGA-B8-4622-01A	6
TCGA-G2-A2ES-11A	8
TCGA-AA-A02H-01A	24
TCGA-C8-A138-01A	1
TCGA-S7-A7WN-01A	22
TCGA-FI-A2D4-01A	2
TCGA-E7-A8O7-01A	12
TCGA-F2-A8YN-01A	11
TCGA-IG-A51D-01A	28
TCGA-16-0861-01A	10
TCGA-AO-A12G-01A	1
TCGA-J7-8537-01A	15
TCGA-A2-A0YT-01A	1
TCGA-PE-A5DC-01A	1
TCGA-AZ-6607-11A	8
TCGA-CN-5365-01A	5
TCGA-B0-4848-11A	8
TCGA-NA-A5I1-01A	29
TCGA-A6-6137-01A	24
TCGA-CZ-5988-01A	6
TCGA-DU-8164-01A	20
TCGA-UF-A7JO-01A	5
TCGA-QT-A5XO-01A	22
TCGA-EJ-7318-01B	9
TCGA-85-8584-01A	4
TCGA-AA-3526-11A	8
TCGA-24-1105-01A	3
TCGA-IG-A6QS-01A	28
TCGA-MA-AA43-01A	7
TCGA-25-1635-01A	3
TCGA-EE-A2GJ-06A	18
TCGA-E9-A1NC-01A	1
TCGA-S9-A7R7-01A	20
TCGA-44-7671-11A	8
TCGA-B0-4703-11A	8
TCGA-13-0894-01B	3
TCGA-25-1318-01A	3
TCGA-AR-A5QQ-01A	1
TCGA-DU-7298-01A	20
TCGA-17-Z051-11A	8
TCGA-BQ-5875-01A	15
TCGA-Q1-A5R2-01A	7
TCGA-D5-6536-01A	24
TCGA-BP-4343-01A	6
TCGA-S8-A6BV-01A	28
TCGA-A2-A0CZ-01A	1
TCGA-AA-3529-11A	8
TCGA-AP-A1DK-01A	2
TCGA-18-3417-11A	8
TCGA-ER-A19T-06A	18
TCGA-A3-3363-01A	6
TCGA-BL-A3JM-11A	8
TCGA-CF-A47Y-01A	12
TCGA-AB-2835-03B	26
TCGA-AB-2835-03C	26
TCGA-AB-2835-03A	26
TCGA-BT-A20V-01A	12
TCGA-EL-A4KH-01A	14
TCGA-HE-7128-01A	15
TCGA-DK-A6B0-01A	12
TCGA-ER-A42K-06A	18
TCGA-JY-A6FE-01A	28
TCGA-V4-A9F2-01A	16
TCGA-DD-A3A0-01A	17
TCGA-BP-5168-01A	6
TCGA-X7-A8DG-01A	25
TCGA-FI-A2EU-01A	2
TCGA-G3-A7M8-01A	17
TCGA-G9-6356-01A	9
TCGA-BG-A0M3-01A	2
TCGA-BG-A3EW-11A	8
TCGA-Z5-AAPL-01A	11
TCGA-AB-2836-03A	26
TCGA-AB-2836-03C	26
TCGA-AB-2836-03B	26
TCGA-BB-A6UO-01A	5
TCGA-AB-2873-11A	8
TCGA-4W-AA9S-01A	10
TCGA-XD-AAUH-11A	8
TCGA-RW-A67Y-01A	22
TCGA-QR-A70U-01A	22
TCGA-D8-A1XS-01A	1
TCGA-C5-A1MN-01A	7
TCGA-AC-A2QH-01B	1
TCGA-AC-A2QH-01A	1
TCGA-68-8250-01A	4
TCGA-A7-A0DB-11A	8
TCGA-B8-5551-01A	6
TCGA-98-A53H-01A	4
TCGA-KN-8434-01A	27
TCGA-50-5055-01A	0
TCGA-F7-8489-01A	5
TCGA-CV-7247-01A	5
TCGA-08-0525-01A	10
TCGA-BP-5200-01A	6
TCGA-29-2414-01A	3
TCGA-CV-A6JU-01A	5
TCGA-CG-5733-11A	8
TCGA-E9-A1N8-11A	8
TCGA-85-7950-01A	4
TCGA-CJ-6028-11A	8
TCGA-A7-A0DB-01A	1
TCGA-DJ-A13T-01A	14
TCGA-E2-A1B1-01A	1
TCGA-W2-A7H5-01B	22
TCGA-BR-8289-01A	21
TCGA-DD-AACO-01A	17
TCGA-AK-3444-01A	6
TCGA-J4-A6G3-01A	9
TCGA-2Z-A9J9-01A	15
TCGA-CU-A72E-01A	12
TCGA-24-1845-01A	3
TCGA-LH-A9QB-06A	18
TCGA-AG-A023-01A	30
TCGA-AP-A5FX-01A	2
TCGA-DJ-A2QA-01A	14
TCGA-EY-A72D-01A	2
TCGA-E8-A413-01A	14
TCGA-04-1336-01A	3
TCGA-A4-7828-01A	15
TCGA-B1-A47M-01A	15
TCGA-44-6779-01A	0
TCGA-DJ-A2PU-01A	14
TCGA-HT-7609-01A	20
TCGA-56-1622-11A	8
TCGA-B2-5641-11A	8
TCGA-AA-3956-01A	24
TCGA-18-3409-01A	4
TCGA-P4-AAVO-11A	8
TCGA-KO-8410-11A	8
TCGA-BR-4363-01A	21
TCGA-AB-2865-03B	26
TCGA-V4-A9ED-01A	16
TCGA-55-8615-11A	8
TCGA-CH-5790-01A	9
TCGA-DD-AACG-01A	17
TCGA-18-3406-11A	8
TCGA-49-AARO-11A	8
TCGA-CV-A6JE-01A	5
TCGA-SX-A7SN-01A	15
TCGA-DD-A4NE-01A	17
TCGA-RW-A688-01A	22
TCGA-E9-A22E-01A	1
TCGA-KL-8341-01A	27
TCGA-42-2582-01A	3
TCGA-DD-AADN-01A	17
TCGA-60-2714-11A	8
TCGA-BJ-A2N8-11A	8
TCGA-WN-A9G9-01A	15
TCGA-DU-A5TY-01A	20
TCGA-3X-AAV9-01A	33
TCGA-CV-5973-01A	5
TCGA-KK-A8I8-01A	9
TCGA-HT-7475-01A	20
TCGA-B0-4691-01A	6
TCGA-2F-A9KO-11A	8
TCGA-30-1860-01A	3
TCGA-EJ-A8FU-01A	9
TCGA-77-8008-01A	4
TCGA-BR-A4IZ-01A	21
TCGA-AD-5900-01A	24
TCGA-N9-A4Q8-01A	29
TCGA-22-4594-11A	8
TCGA-CZ-5465-11A	8
TCGA-EO-A1Y8-01A	2
TCGA-BH-A0C1-01A	1
TCGA-EB-A6L9-06A	18
TCGA-39-5022-01A	4
TCGA-24-1416-01A	3
TCGA-D8-A3Z5-01A	1
TCGA-EE-A180-06A	18
TCGA-2L-AAQA-11A	8
TCGA-D3-A8GB-06A	18
TCGA-A3-3372-11A	8
TCGA-B0-4824-11A	8
TCGA-CC-A3M9-01A	17
TCGA-17-Z030-01A	0
TCGA-NP-A5H6-01A	27
TCGA-C5-A7CM-01A	7
TCGA-BH-A1FB-01A	1
TCGA-CS-5393-01A	20
TCGA-CQ-A4CE-01A	5
TCGA-EE-A29Q-06A	18
TCGA-XF-A9ST-01A	12
TCGA-ZG-A9L4-01A	9
TCGA-DA-A1HY-06A	18
TCGA-EI-6917-01A	30
TCGA-EJ-5510-01A	9
TCGA-24-1467-01A	3
TCGA-44-2662-11A	8
TCGA-L5-A88S-01A	28
TCGA-Y8-A8RY-01A	15
TCGA-55-8091-01A	0
TCGA-YG-AA3O-06A	18
TCGA-AB-2892-03A	26
TCGA-VR-A8ET-01A	28
TCGA-5U-AB0F-01A	25
TCGA-RD-A8N4-01A	21
TCGA-AB-2850-11B	8
TCGA-AB-2850-11C	8
TCGA-AB-2850-11A	8
TCGA-DU-A5TS-01A	20
TCGA-A3-3325-11A	8
TCGA-IQ-A61G-01A	5
TCGA-20-1683-01A	3
TCGA-BQ-5891-11A	8
TCGA-FT-A61P-01A	12
TCGA-TQ-A7RP-01A	20
TCGA-3X-AAVB-01A	33
TCGA-EM-A2P1-01A	14
TCGA-AB-2858-03D	26
TCGA-24-1842-01A	3
TCGA-85-A4CN-01A	4
TCGA-D3-A3MU-06A	18
TCGA-IA-A83V-11A	8
TCGA-AA-A022-01A	24
TCGA-DS-A5RQ-01A	7
TCGA-B6-A0WX-01A	1
TCGA-31-1959-01A	3
TCGA-13-0757-01A	3
TCGA-G3-AAV2-01A	17
TCGA-KC-A4BR-01A	9
TCGA-KK-A8I5-01A	9
TCGA-XM-A8RB-01A	25
TCGA-44-6147-01B	0
TCGA-OR-A5JH-01A	19
TCGA-74-6581-01A	10
TCGA-IN-A7NT-01A	21
TCGA-AA-3530-01A	24
TCGA-OR-A5J8-01A	19
TCGA-KS-A4I9-11A	8
TCGA-TM-A84R-01A	20
TCGA-DQ-7593-01A	5
TCGA-13-0886-01A	3
TCGA-66-2789-11A	8
TCGA-N1-A6IA-01A	13
TCGA-33-4586-11A	8
TCGA-GF-A4EO-06A	18
TCGA-BP-4970-11A	8
TCGA-L5-A4OP-11A	8
TCGA-AA-A01Z-11A	8
TCGA-12-1598-01A	10
TCGA-EL-A3GZ-11A	8
TCGA-63-A5MS-01A	4
TCGA-BG-A2AE-11A	8
TCGA-HU-A4GY-01A	21
TCGA-AB-2946-11A	8
TCGA-AD-6965-01A	24
TCGA-BC-A5W4-01A	17
TCGA-E9-A1N9-11A	8
TCGA-WK-A8XO-01A	13
TCGA-2J-AABT-01A	11
TCGA-AB-2846-03A	26
TCGA-AB-2846-03B	26
TCGA-AB-2846-03C	26
TCGA-MT-A67F-01A	5
TCGA-2Y-A9GW-01A	17
TCGA-16-1062-01A	10
TCGA-P4-A5EB-01A	15
